id,sku,name,description,current_price,current_stock,status,creation_date,last_update
110,ENE-CYB-00110-X116,CyberPower Multicontacto Select X116 10 salidas,"Multicontacto CyberPower, modelo X116, versión 10 salidas, acabado plata; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",6190,0,1,10/11/2025 08:46,11/06/2026 09:31
111,AUD-SON-00111-G951,Sony Audífonos inalámbricos Essential G951 Lite,"Audífonos inalámbricos Sony, modelo G951, versión Lite, acabado plata; característica principal: Bluetooth 5.3. Producto para uso doméstico, académico o profesional según la categoría.",11669.9,81,1,11/10/2022 18:35,03/02/2024 21:13
112,HOG-KOB-00112-D231,Koblenz Freidora de aire Select D231 3.5 L,"Freidora de aire Koblenz, modelo D231, versión 3.5 L, acabado negro; característica principal: control de temperatura. Producto para uso doméstico, académico o profesional según la categoría.",2439.9,44,1,20/06/2025 14:44,11/05/2026 09:52
113,MOV-XIA-00113-W237,Xiaomi Smartwatch Pro W237 Active,"Smartwatch Xiaomi, modelo W237, versión Active, acabado azul; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",13010,43,1,16/10/2021 02:44,26/05/2022 16:43
114,ALM-WES-00114-A496,Western Digital Disco duro externo Connect A496 1 TB,"Disco duro externo Western Digital, modelo A496, versión 1 TB, acabado gris; característica principal: cifrado por software. Producto para uso doméstico, académico o profesional según la categoría.",789.9,7,1,11/05/2026 11:20,24/08/2026 05:53
115,ACC-ANK-00115-B663,Anker Webcam Max B663 720p,"Webcam Anker, modelo B663, versión 720p, acabado negro; característica principal: autofocus. Producto para uso doméstico, académico o profesional según la categoría.",3050,64,1,06/03/2024 23:05,23/10/2024 06:57
116,OFI-FEL-00116-D875,Fellowes Trituradora de papel Plus D875 12 hojas,"Trituradora de papel Fellowes, modelo D875, versión 12 hojas, acabado gris; característica principal: protección térmica. Producto para uso doméstico, académico o profesional según la categoría.",1450,55,1,19/08/2023 10:35,31/08/2026 19:06
117,ALM-SAM-00117-V285,Samsung Tarjeta microSD Select V285 256 GB,"Tarjeta microSD Samsung, modelo V285, versión 256 GB, acabado blanco; característica principal: V30. Producto para uso doméstico, académico o profesional según la categoría.",6610,0,1,26/04/2022 14:54,22/05/2026 07:26
118,ELE-SON-00118-G767,Sony Smart TV Select G767 50,"Smart TV Sony, modelo G767, versión 50, acabado plata; característica principal: QLED. Producto para uso doméstico, académico o profesional según la categoría.",22410,44,1,04/06/2025 01:45,08/09/2025 07:30
119,AUD-SON-00119-A349,Sony Audífonos inalámbricos Pro A349 Lite,"Audífonos inalámbricos Sony, modelo A349, versión Lite, acabado azul; característica principal: Hi-Res Audio. Producto para uso doméstico, académico o profesional según la categoría.",420,38,1,09/09/2024 07:14,11/05/2025 11:08
120,OFI-EPS-00120-D760,Epson Trituradora de papel Ultra D760 8 hojas,"Trituradora de papel Epson, modelo D760, versión 8 hojas, acabado gris; característica principal: corte cruzado. Producto para uso doméstico, académico o profesional según la categoría.",7989.9,84,1,15/09/2024 09:43,15/01/2025 20:00
121,ENE-CYB-00121-R464,CyberPower Multicontacto Essential R464 10 salidas,"Multicontacto CyberPower, modelo R464, versión 10 salidas, acabado azul; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",6739.9,101,1,20/11/2022 19:06,13/12/2024 16:45
122,AUD-XIA-00122-R884,Xiaomi Bocina portátil Pro R884 Plus,"Bocina portátil Xiaomi, modelo R884, versión Plus, acabado gris; característica principal: Stereo. Producto para uso doméstico, académico o profesional según la categoría.",8799.9,0,1,06/08/2026 15:49,07/08/2026 13:35
123,AUD-EDI-00123-M751,Edifier Barra de sonido Pro M751 2.1,"Barra de sonido Edifier, modelo M751, versión 2.1, acabado blanco; característica principal: Dolby Audio. Producto para uso doméstico, académico o profesional según la categoría.",9640,29,1,04/10/2021 21:58,15/07/2026 14:40
124,ELE-ACE-00124-Z503,Acer Monitor LED Smart Z503 32,"Monitor LED Acer, modelo Z503, versión 32, acabado blanco; característica principal: 4K UHD. Producto para uso doméstico, académico o profesional según la categoría.",2589.9,86,1,09/03/2024 07:05,18/05/2024 18:59
125,ELE-XIA-00125-Y533,Xiaomi Tablet Max Y533 8,"Tablet Xiaomi, modelo Y533, versión 8, acabado azul; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",25979.9,58,1,20/01/2025 03:21,05/04/2026 15:00
126,OFI-BRO-00126-C799,Brother Trituradora de papel Max C799 8 hojas,"Trituradora de papel Brother, modelo C799, versión 8 hojas, acabado blanco; característica principal: papel y tarjetas. Producto para uso doméstico, académico o profesional según la categoría.",3090,40,1,11/07/2024 15:29,30/01/2025 13:20
127,ELE-ACE-00127-E548,Acer Tablet Smart E548 10.1,"Tablet Acer, modelo E548, versión 10.1, acabado gris; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",16140,55,1,16/02/2025 12:05,12/08/2026 01:05
128,ALM-SAM-00128-S609,Samsung Tarjeta microSD Essential S609 256 GB,"Tarjeta microSD Samsung, modelo S609, versión 256 GB, acabado gris; característica principal: V30. Producto para uso doméstico, académico o profesional según la categoría.",6880,77,1,22/01/2023 03:05,18/06/2023 18:37
129,OFI-SAN-00129-W428,SanDisk Trituradora de papel Smart W428 12 hojas,"Trituradora de papel SanDisk, modelo W428, versión 12 hojas, acabado blanco; característica principal: protección térmica. Producto para uso doméstico, académico o profesional según la categoría.",949.9,51,1,29/03/2023 13:15,06/05/2024 02:41
130,GAM-ASU-00130-J325,ASUS ROG Mouse gaming Smart J325 Essential,"Mouse gaming ASUS ROG, modelo J325, versión Essential, acabado azul; característica principal: sensor óptico. Producto para uso doméstico, académico o profesional según la categoría.",4659.9,0,0,11/06/2023 10:46,28/10/2025 23:34
131,HOG-BLA-00131-A646,Black+Decker Cafetera Connect A646 12 tazas,"Cafetera Black+Decker, modelo A646, versión 12 tazas, acabado blanco; característica principal: filtro permanente. Producto para uso doméstico, académico o profesional según la categoría.",7310,32,1,15/11/2021 11:40,12/08/2022 23:00
132,GAM-MSI-00132-B178,MSI Control inalámbrico Smart B178 Elite,"Control inalámbrico MSI, modelo B178, versión Elite, acabado azul; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",5650,60,1,17/01/2022 10:22,18/05/2024 14:25
133,RED-TEN-00133-E433,Tenda Punto de acceso Essential E433 AX,"Punto de acceso Tenda, modelo E433, versión AX, acabado negro; característica principal: montaje en techo. Producto para uso doméstico, académico o profesional según la categoría.",8960,40,1,22/10/2021 16:03,09/07/2022 17:35
134,HOG-WHI-00134-X610,Whirlpool Freidora de aire Advance X610 3.5 L,"Freidora de aire Whirlpool, modelo X610, versión 3.5 L, acabado negro; característica principal: control de temperatura. Producto para uso doméstico, académico o profesional según la categoría.",7770,46,1,13/06/2026 15:51,18/07/2026 03:19
135,HOG-OST-00135-Q600,Oster Licuadora Advance Q600 1.5 L,"Licuadora Oster, modelo Q600, versión 1.5 L, acabado blanco; característica principal: vidrio. Producto para uso doméstico, académico o profesional según la categoría.",1109.9,0,1,30/08/2022 04:02,24/09/2022 00:39
136,ACC-UGR-00136-A526,UGREEN Hub USB-C Advance A526 5 en 1,"Hub USB-C UGREEN, modelo A526, versión 5 en 1, acabado plata; característica principal: Power Delivery. Producto para uso doméstico, académico o profesional según la categoría.",2830,2,0,05/04/2022 06:50,25/04/2024 23:12
137,ACC-LOG-00137-U652,Logitech Hub USB-C Ultra U652 9 en 1,"Hub USB-C Logitech, modelo U652, versión 9 en 1, acabado negro; característica principal: USB 3.0. Producto para uso doméstico, académico o profesional según la categoría.",2510,15,1,04/09/2021 20:36,25/01/2025 02:06
138,RED-LIN-00138-Y276,Linksys Router Wi-Fi Select Y276 AC1200,"Router Wi-Fi Linksys, modelo Y276, versión AC1200, acabado gris; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",8350,41,1,26/08/2025 05:53,10/06/2026 04:03
139,ELE-LG-00139-Z821,LG Monitor LED Max Z821 32,"Monitor LED LG, modelo Z821, versión 32, acabado gris; característica principal: Full HD. Producto para uso doméstico, académico o profesional según la categoría.",24730,75,1,02/07/2022 04:10,18/08/2026 09:36
140,RED-UBI-00140-T318,Ubiquiti Punto de acceso Essential T318 Pro,"Punto de acceso Ubiquiti, modelo T318, versión Pro, acabado negro; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",6230,0,1,02/03/2021 04:06,08/05/2024 00:02
141,GAM-LOG-00141-P643,Logitech G Headset gaming Advance P643 Pro,"Headset gaming Logitech G, modelo P643, versión Pro, acabado plata; característica principal: RGB. Producto para uso doméstico, académico o profesional según la categoría.",1700,47,1,20/08/2025 19:27,06/08/2026 05:25
142,GAM-ASU-00142-Z388,ASUS ROG Mouse gaming Ultra Z388 Pro,"Mouse gaming ASUS ROG, modelo Z388, versión Pro, acabado azul; característica principal: sensor óptico. Producto para uso doméstico, académico o profesional según la categoría.",7109.9,70,1,13/07/2026 15:40,30/07/2026 10:59
143,OFI-CAN-00143-S603,Canon Teclado Essential S603 Slim,"Teclado Canon, modelo S603, versión Slim, acabado negro; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",9299.9,37,1,11/01/2026 04:44,07/07/2026 12:59
144,HOG-KOB-00144-M936,Koblenz Aspiradora Select M936 Compact,"Aspiradora Koblenz, modelo M936, versión Compact, acabado gris; característica principal: filtro HEPA. Producto para uso doméstico, académico o profesional según la categoría.",4590,36,1,17/04/2021 12:42,21/12/2021 02:32
145,AUD-LOG-00145-L700,Logitech Barra de sonido Connect L700 2.1,"Barra de sonido Logitech, modelo L700, versión 2.1, acabado gris; característica principal: Dolby Audio. Producto para uso doméstico, académico o profesional según la categoría.",8640,34,1,20/01/2021 04:54,26/04/2026 17:14
146,MOV-SAM-00146-N257,Samsung Batería portátil Connect N257 10000 mAh,"Batería portátil Samsung, modelo N257, versión 10000 mAh, acabado plata; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",11130,0,1,23/08/2025 03:40,08/01/2026 17:11
147,GAM-ASU-00147-L759,ASUS ROG Control inalámbrico Ultra L759 Series,"Control inalámbrico ASUS ROG, modelo L759, versión Series, acabado gris; característica principal: vibración. Producto para uso doméstico, académico o profesional según la categoría.",2139.9,103,1,16/08/2022 13:04,15/07/2024 13:29
148,RED-D-L-00148-F757,D-Link Router Wi-Fi Connect F757 AC1200,"Router Wi-Fi D-Link, modelo F757, versión AC1200, acabado plata; característica principal: doble banda. Producto para uso doméstico, académico o profesional según la categoría.",3289.9,70,1,27/07/2025 22:00,14/05/2026 10:54
149,HOG-HAM-00149-P792,Hamilton Beach Licuadora Prime P792 1.5 L,"Licuadora Hamilton Beach, modelo P792, versión 1.5 L, acabado gris; característica principal: vidrio. Producto para uso doméstico, académico o profesional según la categoría.",3170,20,1,08/02/2022 15:53,19/08/2024 07:49
150,MOV-XIA-00150-U677,Xiaomi Smartphone Max U677 128 GB,"Smartphone Xiaomi, modelo U677, versión 128 GB, acabado blanco; característica principal: 5G. Producto para uso doméstico, académico o profesional según la categoría.",26630,0,1,15/06/2021 15:36,27/08/2026 09:37
151,AUD-JBL-00151-R590,JBL Bocina portátil Advance R590 Pro,"Bocina portátil JBL, modelo R590, versión Pro, acabado azul; característica principal: IP67. Producto para uso doméstico, académico o profesional según la categoría.",10020,46,1,26/05/2021 03:05,24/10/2023 10:00
152,AUD-EDI-00152-S734,Edifier Barra de sonido Ultra S734 2.1,"Barra de sonido Edifier, modelo S734, versión 2.1, acabado azul; característica principal: HDMI ARC. Producto para uso doméstico, académico o profesional según la categoría.",4719.9,49,1,06/05/2024 23:24,30/04/2025 01:34
153,RED-LIN-00153-T305,Linksys Punto de acceso Connect T305 AC,"Punto de acceso Linksys, modelo T305, versión AC, acabado plata; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",2140,70,1,21/01/2022 02:10,22/01/2024 21:02
154,ENE-KOB-00154-G901,Koblenz Regulador de voltaje Ultra G901 600 VA,"Regulador de voltaje Koblenz, modelo G901, versión 600 VA, acabado gris; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",7520,25,1,28/09/2021 19:38,15/03/2022 16:23
155,OFI-FEL-00155-Z210,Fellowes Impresora multifuncional Smart Z210 Office,"Impresora multifuncional Fellowes, modelo Z210, versión Office, acabado azul; característica principal: dúplex. Producto para uso doméstico, académico o profesional según la categoría.",8309.9,0,0,14/03/2026 22:28,13/05/2026 12:02
156,AUD-PHI-00156-L726,Philips Barra de sonido Select L726 2.0,"Barra de sonido Philips, modelo L726, versión 2.0, acabado negro; característica principal: HDMI ARC. Producto para uso doméstico, académico o profesional según la categoría.",2170,68,1,13/09/2025 22:22,17/05/2026 19:03
157,MOV-MOT-00157-E230,Motorola Batería portátil Select E230 20000 mAh,"Batería portátil Motorola, modelo E230, versión 20000 mAh, acabado negro; característica principal: indicador digital. Producto para uso doméstico, académico o profesional según la categoría.",2610,69,1,07/09/2024 03:01,15/11/2024 06:18
158,GAM-COR-00158-T856,Corsair Mouse gaming Plus T856 Elite,"Mouse gaming Corsair, modelo T856, versión Elite, acabado gris; característica principal: botones programables. Producto para uso doméstico, académico o profesional según la categoría.",2850,30,1,01/12/2023 16:22,18/02/2026 02:46
159,ENE-KOB-00159-R132,Koblenz Regulador de voltaje Smart R132 1000 VA,"Regulador de voltaje Koblenz, modelo R132, versión 1000 VA, acabado azul; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",8300,12,1,26/08/2022 18:02,27/05/2025 17:44
160,AUD-ANK-00160-X349,Anker Bocina portátil Smart X349 Go,"Bocina portátil Anker, modelo X349, versión Go, acabado gris; característica principal: Stereo. Producto para uso doméstico, académico o profesional según la categoría.",7099.9,96,1,09/03/2022 01:41,11/04/2023 03:30
161,ALM-SAM-00161-Z685,Samsung Disco duro externo Essential Z685 2 TB,"Disco duro externo Samsung, modelo Z685, versión 2 TB, acabado blanco; característica principal: USB 3.0. Producto para uso doméstico, académico o profesional según la categoría.",1200,55,1,25/02/2022 14:35,07/04/2022 04:12
